,ticker,text,0,1
143,AAPL, Jotatrader ok     acciones locales  MELI CEPU LOMA PAMP      cedears  AAPL MSFT V KO MCD , Jotatrader ok     acciones locales  MELI CEPU LOMA PAMP      cedears  AAPL MSFT V KO MCD ,1
144,AAPL, AAPL is forming short term bearish pattern  might give us a pullback soon, AAPL is forming short term bearish pattern  might give us a pullback soon,-1
145,AAPL,RT  jicchamatome                    ZM  OKTA  CRWD  U  GDRX  PLTR  BLK  JPM  C  GS  MS  PM  PG  UBS  LMT  TXN  SNAP  TSLA  FVRR  PINS  FB   ,RT  jicchamatome                    ZM  OKTA  CRWD  U  GDRX  PLTR  BLK  JPM  C  GS  MS  PM  PG  UBS  LMT  TXN  SNAP  TSLA  FVRR  PINS  FB   ,1
146,AAPL,RT  PPNUMBA    MRVL ALMOST EVERY SINGLE ONE OF TODAYS LARGEST DARK POOL TRADES WAS   THE ASK GET ACCESS TO DARK POOL TRADES  EXPERT OPTIONS ,RT  PPNUMBA    MRVL ALMOST EVERY SINGLE ONE OF TODAYS LARGEST DARK POOL TRADES WAS   THE ASK GET ACCESS TO DARK POOL TRADES  EXPERT OPTIONS ,1
147,MSFT,RT  msftnonprofits  Step     Connect with a partner  Step     Get    FREE seats of  MSFTDynamics    Sales Enterprise  Step     Transform ho ,RT  msftnonprofits  Step     Connect with a partner  Step     Get    FREE seats of  MSFTDynamics    Sales Enterprise  Step     Transform ho ,1
148,MSFT,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,1
149,MSFT,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,1
150,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
151,MSFT,RT  MicrosoftEdge  You found the perfect gift  but did you find the perfect price  Collections in Microsoft Edge now includes built in pric ,RT  MicrosoftEdge  You found the perfect gift  but did you find the perfect price  Collections in Microsoft Edge now includes built in pric ,-1
152,MSFT,RT   adiratz   verge Huh  Teams is shit  Ask MSFT employees themselves lol   Bundling Teams with Windows doesn t make it successful  What e ,RT   adiratz   verge Huh  Teams is shit  Ask MSFT employees themselves lol   Bundling Teams with Windows doesn t make it successful  What e ,1
153,MSFT,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,1
154,MSFT,MSFT  lt     RSI      d                             ,MSFT  lt     RSI      d                             ,1
155,MSFT,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,1
156,MSFT,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,1
157,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
158,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
159,MSFT,RT  MicrosoftTeams  What s New in Microsoft Teams   November         New Together mode scenes   Polls in meetings   Pinned posts And more  ,RT  MicrosoftTeams  What s New in Microsoft Teams   November         New Together mode scenes   Polls in meetings   Pinned posts And more  ,-1
160,MSFT,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,1
161,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
162,MSFT,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,RT  mskkpr           Azure           SNK      PC     SAMURAISPIRITS                     AzurePlayFab      Azure PlayFab                     ,1
163,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
164,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
165,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
166,MSFT,RT  MicrosoftAU  Making the invisible visible  How Rachel Bondi learned to bring her whole self to work this International Day of People wi ,RT  MicrosoftAU  Making the invisible visible  How Rachel Bondi learned to bring her whole self to work this International Day of People wi ,-1
167,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
168,MSFT,RT  SharePoint  Don t miss the Microsoft     Collaboration Conference  Dec        This digital event brings keynotes  sessions and workshop ,RT  SharePoint  Don t miss the Microsoft     Collaboration Conference  Dec        This digital event brings keynotes  sessions and workshop ,-1
169,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
170,MSFT,RT  SharePoint  Don t miss the Microsoft     Collaboration Conference  Dec        This digital event brings keynotes  sessions and workshop ,RT  SharePoint  Don t miss the Microsoft     Collaboration Conference  Dec        This digital event brings keynotes  sessions and workshop ,-1
171,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
172,MSFT,RT  PandaOptions   TSLA May be ready for another move higher soon  Watching     for possible entry  Targets over     at           Support a ,RT  PandaOptions   TSLA May be ready for another move higher soon  Watching     for possible entry  Targets over     at           Support a ,1
173,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
174,MSFT,RT  bbenz  After a  kubernetesio keynote by  brendandburns  learn About AKS on  Azure Stack HCI   hyperconverged infrastructure  with  Abhi ,RT  bbenz  After a  kubernetesio keynote by  brendandburns  learn About AKS on  Azure Stack HCI   hyperconverged infrastructure  with  Abhi ,-1
175,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
176,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
177,MSFT,RT  BlackWomenInAI  Great presentation by  jakehirschallen from  LinkedIn  at the  Msvirtualgovsummit    Microsoft Gov  MSFT Business,RT  BlackWomenInAI  Great presentation by  jakehirschallen from  LinkedIn  at the  Msvirtualgovsummit    Microsoft Gov  MSFT Business,-1
178,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
179,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
180,MSFT,RT  MicrosoftBr    Em parceria com o  instcrescer e o  itau estamos lan ando o projeto  Gera  oCrescer com o objetivo de capacitar pessoas ,RT  MicrosoftBr    Em parceria com o  instcrescer e o  itau estamos lan ando o projeto  Gera  oCrescer com o objetivo de capacitar pessoas ,1
181,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
182,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
183,MSFT,RT  PlayCraftLearn  Get ready for Computer Science Education Week  The new Minecraft Hour of Code is a lesson in empathy and inclusion wher ,RT  PlayCraftLearn  Get ready for Computer Science Education Week  The new Minecraft Hour of Code is a lesson in empathy and inclusion wher ,1
184,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
185,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
186,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
187,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
188,MSFT,RT  GeorgeASharp  I wonder if Bill Gates gets emails asking why  MSFT share price is down on such days          ,RT  GeorgeASharp  I wonder if Bill Gates gets emails asking why  MSFT share price is down on such days          ,1
189,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
190,MSFT,RT  MicrosoftTeams  Psst  Here s a little secret  No one will notice you ve been wearing the same shirt all week when you turn on custom ba ,RT  MicrosoftTeams  Psst  Here s a little secret  No one will notice you ve been wearing the same shirt all week when you turn on custom ba ,1
191,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
192,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
193,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
194,MSFT,MSFT  lt     RSI      d                             ,MSFT  lt     RSI      d                             ,1
195,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
196,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
197,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
198,MSFT,RT  msdev  On this  DataExposed   BanerjeeAmit dives into Software Assurance benefits for SQL Server on Azure Virtual Machines  Tune in  ht ,RT  msdev  On this  DataExposed   BanerjeeAmit dives into Software Assurance benefits for SQL Server on Azure Virtual Machines  Tune in  ht ,-1
199,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
200,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
201,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
202,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
203,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
204,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
205,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
206,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
207,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
208,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
209,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
210,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
211,MSFT,RT  msdev  Join  MsSQLGirl as she shows off some Kusto Query Language  KQL  magic   in Notebooks and KQL experiences all in Azure Data Stud ,RT  msdev  Join  MsSQLGirl as she shows off some Kusto Query Language  KQL  magic   in Notebooks and KQL experiences all in Azure Data Stud ,1
212,MSFT,RT  Finvesting     Looking for a  Dividend Stocks  here are the lists  Buy  amp  Hold for great returns  Set up an automatic DRIP  dividend rei ,RT  Finvesting     Looking for a  Dividend Stocks  here are the lists  Buy  amp  Hold for great returns  Set up an automatic DRIP  dividend rei ,1
213,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
214,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
215,MSFT,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,RT  Xbox JP           XI            S      Xbox Game Pass                                                                           XI      ,1
216,FB,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,1
217,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
218,FB, avnoirdrmr Fb  bantu rt pinned ku hyunk, avnoirdrmr Fb  bantu rt pinned ku hyunk,1
219,FB, glossyvelvet  fb rt pinned, glossyvelvet  fb rt pinned,1
220,FB,RT  Norun ll  Lewat enggak ya     Hei  aku mencari mutual yang moa moarmy only  jika gk masalah kalau aku bxb shipper  like aja  pasti lang ,RT  Norun ll  Lewat enggak ya     Hei  aku mencari mutual yang moa moarmy only  jika gk masalah kalau aku bxb shipper  like aja  pasti lang ,1
221,FB,extra o fb  me sent a muy c moda all   pero ni modo  ya no ten a amigos  ,extra o fb  me sent a muy c moda all   pero ni modo  ya no ten a amigos  ,-1
222,FB,RT  LOHACO jp           LOHACO               amp RT           LOHACO                                  LOHACO jp                        RT    RT ,RT  LOHACO jp           LOHACO               amp RT           LOHACO                                  LOHACO jp                        RT    RT ,1
223,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
224,FB, coollatos fb rt pin, coollatos fb rt pin,-1
225,FB,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,1
226,FB,RT  Alexand          Ini gimna Lee  Mutualan bareng ke yuu    Mutualan  Rt aja Fambst  DM aja kan bisa FB  Komen aja   roleplayer  roleplay ,RT  Alexand          Ini gimna Lee  Mutualan bareng ke yuu    Mutualan  Rt aja Fambst  DM aja kan bisa FB  Komen aja   roleplayer  roleplay ,1
227,FB, gavin javiere Follow my main  nilbsnr      account will FB   try now  , gavin javiere Follow my main  nilbsnr      account will FB   try now  ,1
228,FB,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,1
229,FB, almondteazz fb rt di pin hyung, almondteazz fb rt di pin hyung,-1
230,FB,deac muna fb at ig para hindi maaya ng mga aports  finals na kasi e hahahaha,deac muna fb at ig para hindi maaya ng mga aports  finals na kasi e hahahaha,-1
231,FB,RT  NicTinch    Hey go check out my business Instagram and Facebook   TierOneWraps on Insta Tier One Wraps and Apparel on FB Like and share ,RT  NicTinch    Hey go check out my business Instagram and Facebook   TierOneWraps on Insta Tier One Wraps and Apparel on FB Like and share ,-1
232,FB, NancyKanyuk Just followed ya   fb plz  Resisters, NancyKanyuk Just followed ya   fb plz  Resisters,1
233,FB, M RKL V fb yhha, M RKL V fb yhha,1
234,FB, sccornnn fb rt pin ya makasih, sccornnn fb rt pin ya makasih,-1
235,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
236,FB, Ulauleuliulo dereng kober nyambangi FB cak Ula  heheee, Ulauleuliulo dereng kober nyambangi FB cak Ula  heheee,1
237,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
238,FB,RT  mhsBravehearts  WE AINT SLEEPING  ,RT  mhsBravehearts  WE AINT SLEEPING  ,1
239,FB, ndxxjjm  ndienxxjm Fb   rt pinned mksih, ndxxjjm  ndienxxjm Fb   rt pinned mksih,1
240,FB, tsuguhiro fb                 , tsuguhiro fb                 ,1
241,FB,RT   withsolar  My vote for  RBW MAMAMOO Leggo Moos others are catching up  to vote more than   x use wifi  data  hotspot  amp vpn  Use gmails ,RT   withsolar  My vote for  RBW MAMAMOO Leggo Moos others are catching up  to vote more than   x use wifi  data  hotspot  amp vpn  Use gmails ,1
242,FB, bighitunited  Gk promosiin lg kan di fb kalo dia janda , bighitunited  Gk promosiin lg kan di fb kalo dia janda ,1
243,FB,kinsa man tung sig myluvs sa fb oy kauwaw intawn HSHJGHJG pero swear akoy nauwaw nmo gurl,kinsa man tung sig myluvs sa fb oy kauwaw intawn HSHJGHJG pero swear akoy nauwaw nmo gurl,1
244,FB,RT  KangDaniel Peru   PROYECCI N  Always Danity     Estamos muy cerca del cumplea os de nuestro Daniel y como FC quisimos celebrarlo junt s ,RT  KangDaniel Peru   PROYECCI N  Always Danity     Estamos muy cerca del cumplea os de nuestro Daniel y como FC quisimos celebrarlo junt s ,1
245,FB,RT  dniabdriya  hii   nak mintak tolong rt for my dad business    kesian tengok dia live facebook view berapa ja   tu pun takdak orang lock ,RT  dniabdriya  hii   nak mintak tolong rt for my dad business    kesian tengok dia live facebook view berapa ja   tu pun takdak orang lock ,-1
246,FB,Can t delete FB and IG dahil sa B amp S plus sa FB yung ol rev before    ,Can t delete FB and IG dahil sa B amp S plus sa FB yung ol rev before    ,1
247,FB, er ambarish fb, er ambarish fb,1
248,FB,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,1
249,FB,Making fb posts public so anyone who cut me out their life can see how cool and fun I am,Making fb posts public so anyone who cut me out their life can see how cool and fun I am,1
250,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
251,FB, bbyylotso fb xixiix, bbyylotso fb xixiix,1
252,FB, cukupguecapek fb rt pinned yaa  thnksss  , cukupguecapek fb rt pinned yaa  thnksss  ,1
253,FB, coollatos fb, coollatos fb,1
254,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
255,FB,    FB                                   ,    FB                                   ,1
256,FB,RT  LOHACO jp           LOHACO               amp RT           LOHACO                                  LOHACO jp                        RT    RT ,RT  LOHACO jp           LOHACO               amp RT           LOHACO                                  LOHACO jp                        RT    RT ,1
257,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
258,FB,   AG f fb,   AG f fb,1
259,FB, ktntgx Follow my main  nilbsnr      account will FB   try now  , ktntgx Follow my main  nilbsnr      account will FB   try now  ,1
260,FB,RT  JorgeIsaac     Hola Amigos  Talvez muchos aun no lo saben  pero tengo un Canal Secundario en el que subo Gameplays de Fortnite y m s ju ,RT  JorgeIsaac     Hola Amigos  Talvez muchos aun no lo saben  pero tengo un Canal Secundario en el que subo Gameplays de Fortnite y m s ju ,1
261,FB,RT  MashieruTsuki   Comenzamos directo conejitos  No se lo vayan a perder La desesperaci n es contagiosa en esta academia  danganronpa  fac ,RT  MashieruTsuki   Comenzamos directo conejitos  No se lo vayan a perder La desesperaci n es contagiosa en esta academia  danganronpa  fac ,1
262,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
263,FB,yung mga babae sa fb pota iw mga nag aaway para lang sa lalaki   uhaw kayo mga ghorl ,yung mga babae sa fb pota iw mga nag aaway para lang sa lalaki   uhaw kayo mga ghorl ,-1
264,FB, cukupguecapek fb rt pin, cukupguecapek fb rt pin,-1
265,FB, gDQuJyns hogfoc                                                                    , gDQuJyns hogfoc                                                                    ,1
266,FB, Priti      Fb, Priti      Fb,1
267,FB,RT  LeninCamposC  Los invito a ver el pronunciamiento de la Lic   PatySilvaCelis  diputada Antorchista en S L P     Me sumo a la protesta y ,RT  LeninCamposC  Los invito a ver el pronunciamiento de la Lic   PatySilvaCelis  diputada Antorchista en S L P     Me sumo a la protesta y ,1
268,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
269,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
270,FB, sweetyootae fb rtpinned, sweetyootae fb rtpinned,1
271,FB,RT  LOHACO jp           LOHACO               amp RT           LOHACO                                  LOHACO jp                        RT    RT ,RT  LOHACO jp           LOHACO               amp RT           LOHACO                                  LOHACO jp                        RT    RT ,1
272,FB,pelo menos o som sai direitinho,pelo menos o som sai direitinho,1
273,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
274,FB,me colocaram pra aprender flauta transversal e a cada   notas eu fico tonta sem ar kkkkkkkkkkkkkkkkk instrumento de sopro n   cmg nkkkk,me colocaram pra aprender flauta transversal e a cada   notas eu fico tonta sem ar kkkkkkkkkkkkkkkkk instrumento de sopro n   cmg nkkkk,-1
275,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
276,FB,RT  yousayblah                                                                          FB                 FBI DOJ                          ,RT  yousayblah                                                                          FB                 FBI DOJ                          ,1
277,FB,RT  M Zafar                                                                                              M Zafar          Fb,RT  M Zafar                                                                                              M Zafar          Fb,1
278,FB,RT  angelicalpzxx  hirap magshare ng post sa fb  ang judgmental ng mga tao hahahahahahahahahahahahah hmpppp,RT  angelicalpzxx  hirap magshare ng post sa fb  ang judgmental ng mga tao hahahahahahahahahahahahah hmpppp,1
279,FB, fessthai stop anjg lu di fb menfess ngirim yg brguna kek, fessthai stop anjg lu di fb menfess ngirim yg brguna kek,1
280,FB, Budweiser      follow brasill Fb, Budweiser      follow brasill Fb,1
281,FB,RT  MarceloCRedeTV  Para desespero dos criticos   OpiniaoNoAr  com UFC di rio ou n o com   luislacombereal    AmandaKlein e  silvionavarro ,RT  MarceloCRedeTV  Para desespero dos criticos   OpiniaoNoAr  com UFC di rio ou n o com   luislacombereal    AmandaKlein e  silvionavarro ,1
282,FB,RT  Aomviiixxviii                              amp                                                  Aphinan Nokham  FB    outofplanett         ,RT  Aomviiixxviii                              amp                                                  Aphinan Nokham  FB    outofplanett         ,1
283,FB, kthfavboy fb   rt pinned, kthfavboy fb   rt pinned,1
284,FB,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,1
285,FB,istg fb stans are different breed omg,istg fb stans are different breed omg,1
286,FB,RT  jaraaah  Karna banyak yg unpoll aku muk cari moots baru  yg suka jbjb skuy  bantu rt like ya  aku fb ko   ,RT  jaraaah  Karna banyak yg unpoll aku muk cari moots baru  yg suka jbjb skuy  bantu rt like ya  aku fb ko   ,1
287,FB,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,RT  MUTUALANDFESS  Ping  mutualan yuk rt aja lgsng fb y,1
288,FB,RT  SongbirdsFound    days until our Doyle Dykes Holiday Special  Here s a behind the scenes sneak peek of what s to come  See full event d ,RT  SongbirdsFound    days until our Doyle Dykes Holiday Special  Here s a behind the scenes sneak peek of what s to come  See full event d ,1
289,FB,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,RT  MUTUALANDFESS  Ping  yg suka jbjb rt aj  wajib fb ya gntnk n cntippp  Ak f  ,1
290,FB,RT  LOHACO jp           LOHACO               amp RT           LOHACO                                  LOHACO jp                        RT    RT ,RT  LOHACO jp           LOHACO               amp RT           LOHACO                                  LOHACO jp                        RT    RT ,1
291,FB,   can u fb already   ShawnMendes,   can u fb already   ShawnMendes,1
292,FB,Mas makalat sa ig kesa sa fb  ,Mas makalat sa ig kesa sa fb  ,1
293,FB, elxkth Fb   rt pin makasii, elxkth Fb   rt pin makasii,-1
294,FB,off fb for awhile,off fb for awhile,1
295,FB, ACTBrigitte My friend on IG and Fb wheatgrass warrior  All the time  She has the screen shots showing the shadow banning , ACTBrigitte My friend on IG and Fb wheatgrass warrior  All the time  She has the screen shots showing the shadow banning ,-1
296,FB,RT  whenzymallow  Hey guys  I m currently on set  Pero break muna so I can take my daily dose of Vitamin C   I have my Cosmo Cee bottle eve ,RT  whenzymallow  Hey guys  I m currently on set  Pero break muna so I can take my daily dose of Vitamin C   I have my Cosmo Cee bottle eve ,1
297,FB,RT  LOHACO jp           LOHACO               amp RT           LOHACO                                  LOHACO jp                        RT    RT ,RT  LOHACO jp           LOHACO               amp RT           LOHACO                                  LOHACO jp                        RT    RT ,1
298,FB, cukupguecapek fb  rt pinned xav, cukupguecapek fb  rt pinned xav,1
299,FB, biancaalexs Weh yan naba yung matagal mo nang pinariringgan sa fb hshshs, biancaalexs Weh yan naba yung matagal mo nang pinariringgan sa fb hshshs,1
300,GOOGL, Post Market FB and GOOGL are very underlevered, Post Market FB and GOOGL are very underlevered,1
301,GOOGL, Post Market What is your ideal net leverage for  GOOGL , Post Market What is your ideal net leverage for  GOOGL ,-1
